session_id,object_id,feature_path,n_frames,feature_dim,source_fingerprint
s1,o16,s1/o16.npz,300,1280,eb37546a7a3f216283ec201dd80e63e2b49942069ec550a432d5c23a383f3d29
s1,o17,s1/o17.npz,300,1280,79a0d7c9c744b4cb702e5e397ab52789d79a75b21be9c01037a6f6cf34344d64
s1,o18,s1/o18.npz,300,1280,0340be4e9416d5e1c019de708c9a451037ea6dddc80242c409431b96b95e306b
s1,o19,s1/o19.npz,300,1280,b4ead182d81698d7556d2ebc20c8b9fe9a033f4ff63d0037535ab3c8f5105fec
s1,o20,s1/o20.npz,299,1280,ab497530cfed8dde05a2acbb8c4f9a9294dc8a0d7d1c49532659528bb27c9dfe
s1,o21,s1/o21.npz,300,1280,3984bf911892842a34fdeaab69b18844915570d67fcf4f8ba031cf4a1b33e8e8
s1,o22,s1/o22.npz,300,1280,1a3afadad6cf3d42ccbf94141eccb091e3057a19e552b008d5fb90c44717f91c
s1,o23,s1/o23.npz,300,1280,132a971ecf6eca94e1271d25081cf0d73527d77891384d6ef8bbe1959f0aa194
s1,o24,s1/o24.npz,300,1280,ea6e6b9a6049b1bf49d23facbbb27aa30b6c14da0fec26752aec87a58c60a012
s1,o25,s1/o25.npz,300,1280,b9c1ff4b2110c220f95dab2495c5f5dd1c58d7d64edd65568d92410d1a3de97c
s1,o26,s1/o26.npz,300,1280,55800695a292515f840c2ba1a24adb3176a4866dd190565c0c66fa71a5e0669f
s1,o27,s1/o27.npz,300,1280,580a9f5aec99ac17c81cb1b780cd6fe1a65497fd50cbbc503b1140afb816f9c4
s1,o28,s1/o28.npz,300,1280,aee1b21ec942fd9185246a0789ce7bfb7ff753fb33df1658f68df249deedd1c8
s1,o29,s1/o29.npz,300,1280,b84ed2b86414371e4dcf8e97c0cbcd83d7e0561a28887d9208c4c77766ba88cd
s1,o30,s1/o30.npz,300,1280,39f6dad4262957cdc6f7e7e36e44293bdcb682ffd6661f266a67b71c2102125e
s1,o31,s1/o31.npz,300,1280,52dc91341764fcdd4fa9e52d39918282494ae703553d905426dbe2cdbc17dffa
s1,o32,s1/o32.npz,300,1280,6666a9e56082b71c37a8bbe3cfca9b26844bda4b3261eae531ef8c8a8efbf304
s1,o33,s1/o33.npz,300,1280,9cb178867bfcf47674163c20d596c64284ef83719fe952b288dda025f367349a
s1,o34,s1/o34.npz,300,1280,edcd429a256f3c59f1daadeacf610d04a87c90bccd0acaaaeb53d64fb1f79dfb
s1,o35,s1/o35.npz,300,1280,37503d92408ea425d0aaf2b23463cc0febfc27e2099a68d899ec20f31c5aa76d
s1,o36,s1/o36.npz,300,1280,3fb299c661f90481ec433f8980bc5852a9cbcd91cfd4c1148778b075de582db9
s1,o37,s1/o37.npz,300,1280,5dbdf404d7454cf9df650af596ab6bcccdf7df41fedef72199825be7f4e19c87
s1,o38,s1/o38.npz,300,1280,45f127f4fb8257e1a002fabdce902cc83a2a458bf857423c501c048a32d48ad7
s1,o39,s1/o39.npz,298,1280,f97c4e6c5190c5c395e9045eb89f440719cc8c88e644ac674355781f50895e25
s1,o40,s1/o40.npz,300,1280,81212f7021b514e0c503d04764f599c1f56f177ae4a6c9bf60ab2d76f5102c32
s1,o41,s1/o41.npz,300,1280,fde09d336f907fa40ff5809af68fa2dbff06a81ac5e3d0140da5347c728cfc58
s1,o42,s1/o42.npz,300,1280,ca2a1f51514ee5e976120a6ae9697f9bb1b5cf4dec1d596e6f07deeeaa3e6b7f
s1,o43,s1/o43.npz,300,1280,7972e04a15be6beae6eb9b781a3c907baad2cb4adbf5339032f4dee88f688f0b
s1,o44,s1/o44.npz,300,1280,141a14c0f337b8b6e89bbe6817d41322823c4151bddaeaf0f216366d0759e248
s1,o45,s1/o45.npz,300,1280,938120b159b77a1141ce75d0995e974ea56b3b05dcf36931a5a0cab89cdccd6f
s1,o46,s1/o46.npz,300,1280,f34a8162534de32b434d36bb61e8d8f3810e482ec8f52fb7e6f31087096fc112
s1,o47,s1/o47.npz,300,1280,7fc6600c761a8574c21179b411980fe2252b39b9d090e3985f8627e1aed9c3de
s1,o48,s1/o48.npz,300,1280,9e30eb29a3f9e340f47d94db602f1c08df2a02a66216842db35f364dd68f20f4
s1,o49,s1/o49.npz,300,1280,2a4c4a819b049a4f954a4f93ba5932f78b6314d2bf4243fd499100e4942e027f
s1,o50,s1/o50.npz,300,1280,6544aeaedef8b6e57bd3af507af849f6bc7a651e69e53ab36f994e0b2500fbb2
s2,o1,s2/o1.npz,300,1280,d086d4e60ef3ec8253b20753ec7167da279b7bc447aecb8f99e8dcf70ad38168
s2,o2,s2/o2.npz,300,1280,262798c59462643f7f60c75ac2d03cf8e35e5380ec1e38a943b646611e4a41fb
s2,o3,s2/o3.npz,300,1280,fcacb2f4fdab0b62777479bd7f9c4bb5c1dfdb91f6020a4c84824d7c92221529
s2,o4,s2/o4.npz,300,1280,fa4c0ab43a8cbd8a1688f6a1cd398f18c88de86e38895b5f042278734deb716d
s2,o5,s2/o5.npz,300,1280,471c14600a2cdd6b85063c0446f704edad0377362947fdee88be3f63225776fe
s2,o6,s2/o6.npz,300,1280,5fdf89b835ad93679366471b9eb28e782984fbf263381d6fae316fc2dbf3f4a7
s2,o7,s2/o7.npz,300,1280,4615ed762e263815f66db1bb624ff854f5d582d4461d10a59b794d079d9d724c
s2,o8,s2/o8.npz,300,1280,efa4eb276078dacefdccc261e048286c6558f32f5ad413d2645e251eb48750e3
s2,o9,s2/o9.npz,300,1280,de611e23c97ff1a70424efd862fb217d2f75b589119c0bf94b2f606b4f505149
s2,o10,s2/o10.npz,300,1280,7bad6cefac2172799f9301248101523bde5eabc7548be8f6bca257f79c0bf3b5
s2,o11,s2/o11.npz,300,1280,f841ebea9143e5597dc6a331a6505489210f4a777b633521f0907e1fad7d1939
s2,o12,s2/o12.npz,300,1280,39ad126b9abaa60268be7b6a445047b4d0cb9172f283e6b3a382e710a92270f0
s2,o13,s2/o13.npz,300,1280,140fd44aae4546bb2a4b73a893097df3c00dc9f6a28c633ecc7c117a19e51fea
s2,o14,s2/o14.npz,299,1280,9e137449ad259d09e1f9ca7e03bf445fa0c056352433ae768b4cf890010ed8d2
s2,o15,s2/o15.npz,300,1280,c1f09f5b207c468a0c83ac4071f13b1b233e02f23de8817b1f7cf91acf8dcef5
s2,o16,s2/o16.npz,300,1280,5e896322ef611605e5f4345713d39c9b4ab79bb0d3f5ecedec1426bd69527025
s2,o17,s2/o17.npz,300,1280,aa547158a36e7cf42f4ea582c494b8e0a9daa52e78135fee01c2498301cb2259
s2,o18,s2/o18.npz,300,1280,224af84cfb9fa13ebd5fa15f1f412f72bb43863550459f3198c23a3d80f288c8
s2,o19,s2/o19.npz,300,1280,17dd2f484eacd9b6b6370ee03b6fe80877cf611787c866c97051d7a5afc3d147
s2,o20,s2/o20.npz,300,1280,b31aa736724dc7cc61b6154afb315ca196e22c17775dce8943244b9d78a23993
s2,o21,s2/o21.npz,300,1280,b20214c7d6fcd02dea1e6891c82b99f57b5ba0d7a691a7e453efb04add9a07ed
s2,o22,s2/o22.npz,298,1280,518d29cd15a108562c801822a2a36213b47f1433ebda61575ff387b19324c32b
s2,o23,s2/o23.npz,300,1280,3c9799465c4391a9a956f8b8d04fbe820112933b0a4cca46fd4a53358c780b3d
s2,o24,s2/o24.npz,300,1280,e7cb8684440b5bef771b4f5f5617930bd5f46a1dfedc4c25bfe9d85891e8eb00
s2,o25,s2/o25.npz,300,1280,6f50804da61352450af34900ad1d0cf8dff3fa42221248b9e8e625098998d7f5
s2,o26,s2/o26.npz,295,1280,cd0e27f71353f66f717710d25a7fc2fd80805b9bfdd2ba25a7a10ec6c8182dbf
s2,o27,s2/o27.npz,299,1280,cbf21c8f1f7c9f877503fb99972fb26e0dcae35ef08c9ec226ffb387dce59a83
s2,o28,s2/o28.npz,300,1280,0b915436b4ad98026fdb4e0f4a1386bd078278eefa766ec3a8d4bfadc167e76e
s2,o29,s2/o29.npz,298,1280,294902de13615becadb4c790cf4bc693fad9c096f4f6d81d8fa1440858d5f51f
s2,o30,s2/o30.npz,300,1280,64daf77bc32c8df2b8a6f0d4ee4d0a2b0cc46a2db6ae89c5ae74201233036ffe
s2,o31,s2/o31.npz,300,1280,ef698efa73b051fedf443e7002d8be11cdb9603c3c7f7230567c370bd4d99849
s2,o32,s2/o32.npz,300,1280,f2bc09e7866f232a696444d7e11ac3ccfd8b36712843535cdfae4b0f9c49f17e
s2,o33,s2/o33.npz,300,1280,85b9d3806a801bd9e0f84b26bcfbd0a282c5829ca057f09dd244a7cfe2b9667f
s2,o34,s2/o34.npz,300,1280,6343d991910300aa8ee8d664a710e7f5ababb2fe170a8c8c924a403a1d8a99dd
s2,o35,s2/o35.npz,300,1280,290f818cb9fb31b3fcd4485a8bf221be0c8db9e245b42abfdcde7b5dabf23aa3
s2,o36,s2/o36.npz,299,1280,ee3983e9fae68386b9c1431992df205b173035197d1232d90a98571cf0280b74
s2,o37,s2/o37.npz,298,1280,30ce2d3a8156e66c3502592b20b2ea4d47ff27d51c435709f202ab824be771d1
s2,o38,s2/o38.npz,300,1280,8facc2500e39096d95a4762ac343e297409f8ec3d44dd7196274649bb90da4e1
s2,o39,s2/o39.npz,300,1280,d545e392c6379524a2070346e90d80bd067065ecbc786f6163d6f3bc6296fdb8
s2,o40,s2/o40.npz,300,1280,891c371f0bbf06076460b2e0e72e784893ec20f67f82f7c34a85888b4e4fa068
s2,o41,s2/o41.npz,300,1280,58e608056072871ff10e6973e1dbd94787ff2daa670e5b0455f05b908467fd9b
s2,o42,s2/o42.npz,300,1280,668badb750a6397c257235bc617cdd20f4484dcbea89b0510b00b6ef9ef9e05e
s2,o43,s2/o43.npz,300,1280,f4d8b946cfa9ec1789a3a4962fabe490a6251eef492d7f4feffef00eb9656bb3
s2,o44,s2/o44.npz,300,1280,8e0a1d101402336ed695ce0dfe2b41fef1be1071087eaf1f68b40b53cc3c3236
s2,o45,s2/o45.npz,300,1280,86cff5ef762b17b42ccae708baa27d3f36b7c8c75d6b427be349fca67fcf78b3
s2,o46,s2/o46.npz,300,1280,884b6783e728ca59677bd973e1e09dc2c2474014b41252ce83e8f7ca8b8198a5
s2,o47,s2/o47.npz,300,1280,15a87afe7a8f02b23c1a56f3bf9eba405fec414f038f04f57b843c49165fb588
s2,o48,s2/o48.npz,300,1280,c593370f1575c6f937c8a16eedc8ce2e517a27daea3c43244139023d97c431ec
s2,o49,s2/o49.npz,300,1280,ef4254caa12176d0fcc4870c7054a91a5d86853cd7c5dcec51f45cdf7be3f8e4
s2,o50,s2/o50.npz,300,1280,b37f9042401e82fa3bd3a1561731f79f647b55152447ba11d1902492123f0829
s3,o1,s3/o1.npz,299,1280,8ef4ac1e5f1a908b390c116d2ac3e7ef2ba88613a2f57f76ed59a65a7933211c
s3,o2,s3/o2.npz,300,1280,f50ee6f929132d47c253525d4e7405cba6d8dedfb21c05b181c2a2e3643ec93f
s3,o3,s3/o3.npz,300,1280,1688b88e63561fd30cd8ff2aa22a73a68992e2b459599178c6a88c4c430dcdab
s3,o4,s3/o4.npz,300,1280,e7387feb176e54ec383e0b792579e1d29f5e0d136d48bd971c769b09997bcb36
s3,o5,s3/o5.npz,300,1280,6d6f90c405c82fe2a28d8c1e4ac11aaf42a4e35bf59473e5852cd3f66339aad4
s3,o6,s3/o6.npz,300,1280,4a86343139abc8fe4882a78b57013549d10ed9708b9bf947ca4f8757e696276f
s3,o7,s3/o7.npz,300,1280,3bbaa92f388a498ef04b88097cfa7a9feafe2ce5a4c8352453bcd82b92037453
s3,o8,s3/o8.npz,300,1280,259d9d684b2838fc71adfef9e44db9133be337b87f9aaa8cdc6a8c137057b4af
s3,o9,s3/o9.npz,300,1280,6115ca978fd2e183599338c40c4d3fb0277a9d94fc6c13b4c2a7ac25c17d5956
s3,o10,s3/o10.npz,300,1280,46584e3084f129c72910cf077bb431b6f5a560e1f839f9dd9485307464c45bfb
s3,o11,s3/o11.npz,300,1280,47fb2767c56b21e4a439b756033245fc3a34e7994f502535f5887cf0dd35879e
s3,o12,s3/o12.npz,300,1280,336d33ffe076b40a38d40b512b6b8fd2bd7a1aef576b995184c3a26f0fb6a7aa
s3,o13,s3/o13.npz,300,1280,85b50845030bfce15fc86f4b2ea2a317b26869d64c361f7185a6c178a6d2a133
s3,o14,s3/o14.npz,300,1280,8977ea49873d830e08ea68b4bcd538eebdf79ee59614d0cc3985f5f3e3f14ab3
s3,o15,s3/o15.npz,300,1280,32297082476a1bebf344e268f2a5c1d184e4f783975cf6057c52411f2a4d3e90
s3,o16,s3/o16.npz,298,1280,ffae693c9c2c3c2d80d6b3c2697fb6a92997015dc5f63a87d12161505bad8356
s3,o17,s3/o17.npz,300,1280,cf26034ad4a16d08de3e06fcd4c4fa3f43f4af0a36f72990908c727b546bb05b
s3,o18,s3/o18.npz,300,1280,43cf4e56c57fcb45b7b0b9799991f19511b80c6c1419cad38c6da9a8099c4a00
s3,o19,s3/o19.npz,300,1280,b29c450f07ce6243d3d73aa2149989fd9753a8c3a5022ce75f1ec4bc091eaee2
s3,o20,s3/o20.npz,300,1280,940ee5aba7821eade90d20f4d06c2b62b9f64dd1df409a076cc1323f1478a5ca
s3,o21,s3/o21.npz,300,1280,2b568f2ab98450fb2b6928aa8357bc452c1ddf11f5ff97ff05974f0c44c91857
s3,o22,s3/o22.npz,300,1280,8a7a3778c5e6791fa04f12cb8134ed1c84d28f4b1098cff12f8db2e7de8dd966
s3,o23,s3/o23.npz,300,1280,817aafd0774618be7483f1bee528982f2a8869ec3332c3c766cdb740ff45af98
s3,o24,s3/o24.npz,300,1280,4ca02468d87bc75a07db3eb16a75855bf101a376b726e102e2866dcc71031078
s3,o25,s3/o25.npz,300,1280,c8f3f8e8a4e3cc9fd24d99e75f645326acafc9e7faa57e6cfb8d3ce80c04c311
s3,o26,s3/o26.npz,300,1280,e204ad879473dd72bdd64f1edc02863b0cc95adba5ae90e8e575487dc0a90b44
s3,o27,s3/o27.npz,299,1280,0e7e693ed3d99343dc366afef8c8e8032d6e672712f947ef8ddbdea28edd4b0c
s3,o28,s3/o28.npz,300,1280,3ea70ec4ea6fe480068d633c228ab9245baf9655cc69ccc8b5935045cf913108
s3,o29,s3/o29.npz,300,1280,9792a52543e166cf57a1148ac0ee4cbdbb116fd6f079b2589d3e86b8e2ce7b71
s3,o30,s3/o30.npz,300,1280,d60d0154c9a4c39cd7e3fdea79101d6c957dc28e11d81cfba903477902679a20
s3,o31,s3/o31.npz,300,1280,ec964a3769206221cd90282c18a1a5ecd0adfc48ad831bcd5a56138266169328
s3,o32,s3/o32.npz,300,1280,778f6a3710c86b07fd3e5ab3db84f946bfb7011498cc3eaad6c70d16a4bf832c
s3,o33,s3/o33.npz,300,1280,63fa2b914160f652f1e1c333f2ad31c050b21aaa05e97571c00ca2d225b725ce
s3,o34,s3/o34.npz,300,1280,2e31733db313c574819c169a5e8905f819731aaf2d1c10fd80d49d0bb95f1a9d
s3,o35,s3/o35.npz,299,1280,599756e164f6c5de520461924993720cc1c9018024b06fa3c0fe05c501da9308
s3,o36,s3/o36.npz,300,1280,0864cc8844f555ce9721c75e31bc72053f0d8ad11b6795d479c1688102c6c7d6
s3,o37,s3/o37.npz,300,1280,6c8f0d24a7ecd365d5f8b5324ae7be40c22015909da16eee9d8af7b630f78d55
s3,o38,s3/o38.npz,298,1280,79897c4a0486afb50bef162c842cfb60fe1e3e995cd5fed97b746677c4116628
s3,o39,s3/o39.npz,300,1280,a946cb75c63208bb9d1844784125f8f785ae0c16e52844ef0e4dd4e2405a9e5c
s3,o40,s3/o40.npz,300,1280,9573287ff1c2af12ffffdbfd5afa5cc14a184166212b02dd53d8874c212b54d4
s3,o41,s3/o41.npz,300,1280,41d0bf371f810fcf6a4983c6bb4dafccae1f9f65c92bd77d3e28db324143d1b8
s3,o42,s3/o42.npz,300,1280,2cc7f26033f1536e207998138ea188e839739005bca12d4a54e3945af3474993
s3,o43,s3/o43.npz,300,1280,924bd462c907eb9457f4de254e71c971002f93be880d9c68932c01bb3742b85d
s3,o44,s3/o44.npz,300,1280,d1bf4476a11540740a6cd2bb1705e58ff68a32ad966807cf9a4be0c51b0d4ee0
s3,o45,s3/o45.npz,300,1280,d17565a4273957604f3af671f042d541a4b6334f9d317c104338aa6edd7774a3
s3,o46,s3/o46.npz,300,1280,50c36744510a2dbfe072e9543e87daf3072fbae83c4fc60b388b3722d5c8a1f7
s3,o47,s3/o47.npz,300,1280,ff222236abefbf8db0c50fb6ced9e8c2dd03f00286ff22145a0f744ce4bd48ec
s3,o48,s3/o48.npz,299,1280,6226a2a725c284d472c9d32ab2fcca0c502c284538d5bc742b470874ed9dc778
s3,o49,s3/o49.npz,300,1280,90b53e5fda2d3371a068d391940c0e435d5056f812e71130e12d5acdbd9b8361
s3,o50,s3/o50.npz,300,1280,ff510aad4f6259372f243860e36ed15cf5392f54191b4614a99602d0e15ba13d
s4,o1,s4/o1.npz,300,1280,7733027cbb31f90416058ebd7be1d45dc272ff48d48a898a0371ccded7c4ee2b
s4,o2,s4/o2.npz,300,1280,f4e7d77c80f1bbb230a8af0dbe8516c4479d881615822293d065dff9baba72e3
s4,o3,s4/o3.npz,297,1280,94063e666485435c8ee876c6b3121b05005e9c93fedd4bad157f537bad27cfda
s4,o4,s4/o4.npz,300,1280,b4fdfedc1b5ff30e4daa0e55ff3dde8c9918af17f028eda8e64bb5c1fae535be
s4,o5,s4/o5.npz,300,1280,3254838d2f0a03ef14af3d4ad1987c5f9cd92e49c2e5efa567270b0c9d143a6c
s4,o6,s4/o6.npz,300,1280,28bfd05db37c0eca0b1b465932718bde5f8d0c009aeb3f1faabef6490f8e3349
s4,o7,s4/o7.npz,300,1280,f30cd01c546541ac3a4634c5fb2e0603027cae8c40175ad5cb8adec8d25f479c
s4,o8,s4/o8.npz,300,1280,50c0360687dc4628d7132194dd0d4d1350c43d1cee44e6c2dbd9b4253925ba1c
s4,o9,s4/o9.npz,300,1280,d2bbc9a0f7e070413a8c54f9f46344343599f8194aae497582111f6bbc825822
s4,o10,s4/o10.npz,300,1280,50d400a3b13c57c2cbc68c4a7e82f3cf5434a162a579d7d18006620a8ab417b9
s4,o11,s4/o11.npz,299,1280,3750b139dae554f959ecd49daee3fd41bda5cc4a435fa8f3924490e0d374b612
s4,o12,s4/o12.npz,300,1280,2b44ac7827ac4a059eca62531761a8abe09641d4db2421356dfd7364f3f8191b
s4,o13,s4/o13.npz,300,1280,7695a4db038f1aeaeff99baf638068a9b2a0f38a68ae0bc6e7da1e22cbea7494
s4,o14,s4/o14.npz,300,1280,bd7c5fdc63a10063da95f666ffa676dadea64d901f4af23f4e3f2f0945bd35d6
s4,o15,s4/o15.npz,300,1280,37693e4001909422f1a0bc2272c24b3909e23939df796c854303d7a519c4b5bd
s4,o16,s4/o16.npz,300,1280,ecf750c9cf99c5a06465d2083aef6a288e3e8e3e107c86016e2b1977ebceb4ab
s4,o17,s4/o17.npz,300,1280,e8287c99f85e50ae0b92bf4ec08999223700924fcee065c18dd332ad4bcbf239
s4,o18,s4/o18.npz,300,1280,fcc9ecfa1d72e4c0c75db30ea0162cf0df301155402eb3aa0fe18717adfe1b94
s4,o19,s4/o19.npz,300,1280,01febadafc828970dfa7409c24d968bd374225d8e4db65c4ae924ffedb910517
s4,o20,s4/o20.npz,300,1280,21919fa28349fe46053eb11d09858c9102030f0ac8364361a2bcc1155cfa40e2
s4,o21,s4/o21.npz,300,1280,a1521417ce4685a4e040c447ec79e45ccebf3143da856fd865275e905bee39a3
s4,o22,s4/o22.npz,300,1280,95a6899524566b7b3ea1e9738a176c444f38c4d5d0079e7d25dccb6c5d8689d5
s4,o23,s4/o23.npz,300,1280,c88ea523401b732262f9258f83502100be1b1b42dba9080e77f0615faef71812
s4,o24,s4/o24.npz,300,1280,7e66b9c03bf64facfe9287c3b5d432cc6bd4890ad3b48cbd8b63958bf9a0828f
s4,o25,s4/o25.npz,300,1280,be256c3ec123552c4d4cfc9a6b3b9bb7cb532e33f503ea4b511b5da6af82d3bc
s4,o26,s4/o26.npz,300,1280,94809a69808b551873330edfb3d577eedb818fb775f00a5b9e8b11e6d3e51a7a
s4,o27,s4/o27.npz,300,1280,18ee2bcfde7016fce168a0f8b4249a405e27f07d0bc1367e1c33ed3b50e99d57
s4,o28,s4/o28.npz,300,1280,28155e2219e766345eee40f4abbb7c7c724dfb115afd4351708747e9bef9fff8
s4,o29,s4/o29.npz,300,1280,13e50c5b270c184fffc7c71577b6519a053cd3156b89b8b10cff3a79b54662b3
s4,o30,s4/o30.npz,300,1280,df03db926505b1e5f7e154c887bd84099149523af5cdaa35ec47f29631ee694b
s4,o31,s4/o31.npz,300,1280,fbc86d15c4771774536b62daf179dba573cdac20bfdef1132f3bff57ad21f959
s4,o32,s4/o32.npz,300,1280,2004d09aabdb99c03d3b62b92284e3761dbdb17bdb6fb3e7a73a6ab8a76b6af6
s4,o33,s4/o33.npz,300,1280,8dd0395c763af3b5a23b2ce33d942427953f4efa5049f9acd46f59ea0a93694d
s4,o34,s4/o34.npz,300,1280,419a21c47755eb0ae239ded1fe315affdf7986b983da5fefa38604de79ab5bb5
s4,o35,s4/o35.npz,300,1280,001b6567c66f20dd0bdbe02e748c38cd3e5c37898d8f5588e3d589a87d4bad14
s4,o36,s4/o36.npz,300,1280,85d0d0e3e2de8270f3ae1cf3f3a5b70fe338d2bbd6b12777466f7a1c3f9c3f75
s4,o37,s4/o37.npz,299,1280,e517e9b248278f951cc188993334f54d071bad896dbcb7d937c83ef2e2218243
s4,o38,s4/o38.npz,300,1280,e5fb08bd31b4143b65bba25005a94b201b4d350e9c8e4582457df9c6f7ce5657
s4,o39,s4/o39.npz,300,1280,688100543a79cee4490fc64e2a4957de12fec28b5f44844570a57b1ed2e350e6
s4,o40,s4/o40.npz,300,1280,57abf220a1546879cd79cca7dac986126e2b7a8e095b3a680dd35011c751c442
s4,o41,s4/o41.npz,300,1280,b7650111569b8fecc21c4af5de487bdc5680309416f32f7320251970630d4e8f
s4,o42,s4/o42.npz,300,1280,6f75863762aa2ce00420218d22cdaba00c492287b440c5ce51aa83b0661d731b
s4,o43,s4/o43.npz,300,1280,b138888f22ffbb9cb11dee88fbaae1e38a1a441bf8d471dd7ce34de7c9e4f575
s4,o44,s4/o44.npz,300,1280,06fe094eb25a531cf6cfe8a412d3edba70a829906c3967408e3566b0f016c558
s4,o45,s4/o45.npz,300,1280,cccf2da22e689f98142013843d135ebb7cd02bddc602cad0daecc2ded56c25b1
s4,o46,s4/o46.npz,300,1280,ba2bdbb610135d0b676d48d0a95f1be6be97a67bc742f80c58b2236136935a60
s4,o47,s4/o47.npz,300,1280,35eba9b23404918e519ab11d07bdacf8f005a3fcea02e616121b18124a84081e
s4,o48,s4/o48.npz,300,1280,b25df6d21abe39272a954eb9c9b87e1aeb5577f7efd6609f8a169f657857da01
s4,o49,s4/o49.npz,300,1280,88996add4fcffcbc707a08275157a8c1d4c43728ce2468770effedc6787dd0d7
s4,o50,s4/o50.npz,300,1280,f6020d7c6a95f1537c761eadd22b137519ba4ed7e9660d1daedff4c3bbf08570
s5,o1,s5/o1.npz,299,1280,bf65103ab12b403992e58327ebbce85073a2f8214585f948623254a5bbab53ae
s5,o2,s5/o2.npz,300,1280,ff44dced465abffbfb7075f60682ff8231f30f68ae150535b526483fa314a1b4
s5,o3,s5/o3.npz,300,1280,c7c59c647f325209ebfdc7a0644672f6f8ec24e96c84646f1074195d8b6021df
s5,o4,s5/o4.npz,300,1280,48ad5f6efa66d9face49170fbdb0405ed7dedb92d5de987e504a05331fa2f843
s5,o5,s5/o5.npz,300,1280,97adc83a437be9d7741ace4a3ca1d8f41458bc55670310266e0817fff7336200
s5,o6,s5/o6.npz,300,1280,9ea66560a697ad81d9dc26a87b91e9d3464b13cf849d5909e20a2723a6266316
s5,o7,s5/o7.npz,300,1280,29f71c966cb1c42db621606917e7fca0bc879aebd757697f841a28425b0a2561
s5,o8,s5/o8.npz,300,1280,4ad0c089bd0f9cbc54008ee187082ad513af773d78030a883ffd24499c9bbf8a
s5,o9,s5/o9.npz,300,1280,bc7133485a340ba9e289fc61765bc3950f8b84d44f5f4bc7209fbed326e811ea
s5,o10,s5/o10.npz,300,1280,23ef4d833022283f1ca5633916bc119f593bf7b1bc13f76ccce81a0827b7f60a
s5,o11,s5/o11.npz,297,1280,05d48e79c3f967f4eb36110d8bd769b84835d585a3626ba5f0705afe3a304f71
s5,o12,s5/o12.npz,297,1280,2fd24300238851327d8b53ec783c3a0b4e9a0b48ae000163234befed91b68679
s5,o13,s5/o13.npz,300,1280,d796f378de36439a63312d74b2b2106cd86ac3e86cd1897e2de0179cb05d5633
s5,o14,s5/o14.npz,300,1280,65ed0cdd91fefd2cd072a6b4045b3f8ad46201efe64e5fecfd7a061a464b5119
s5,o15,s5/o15.npz,299,1280,d166cb30bd62f619b0e9d86851603fadcc58ae9fe9d00f5804664900d0282b87
s5,o16,s5/o16.npz,298,1280,26a4b680ab39409934b75a4ff740e9ae117ec49868326e43a447358317081172
s5,o17,s5/o17.npz,293,1280,15d8d72ca15cb30bc0dbfae4dace0567768592a164cd5844e45ca1f6a58d9bf8
s5,o18,s5/o18.npz,300,1280,81a44052af56ef00137d0337109e2724d44cdfdb3f5f37e10bd033115549f599
s5,o19,s5/o19.npz,299,1280,43bf26a262666ce87fb7c798277fb73375c2c38c56b6b617cad1c8ad78fb014a
s5,o20,s5/o20.npz,299,1280,d2b326bb9987996c646d1ee672018cd817314bee71dd5eb4d52692b8fbcad3b3
s5,o21,s5/o21.npz,300,1280,14519e981e9a42bc6e9d0c0eb2af514648726f9734b58a32500252f8500af25e
s5,o22,s5/o22.npz,300,1280,da5bee930e347c54eb132c8724a3488e1506393ada5ee0ca577e8a7a0946e9ba
